Kilometers,Color,Car Brand,Model,Price,Engine,Vehicle Age
193500,Beyaz,Volkswagen,Polo,309000.0,1.4,26
299800,Mavi,Volkswagen,Polo,240000.0,1.6,24
78000,Beyaz,Renault,Clio,665000.0,1.5,6
11500,Beyaz,Renault,Clio,785000.0,1.0,1
187000,Beyaz,Citroen,C4,540000.0,1.6,12
420000,Beyaz,Fiat,Linea,355000.0,1.6,13
265000,Gri (Gümüş),Renault,Fluence,599750.0,1.5,11
250000,Gri,Volkswagen,Polo,425000.0,1.4,17
296000,Sarı,Renault,Clio,325000.0,1.6,23
280000,Beyaz,Toyota,Corolla,585000.0,1.4,12
340000,Beyaz,Ford,Focus,430000.0,1.6,18
96000,Beyaz,Toyota,Corolla,820000.0,1.6,11
104000,Siyah,Opel,Corsa,509000.0,1.2,16
77000,Mavi (metalik),Opel,Astra,785000.0,1.6,7
239500,Beyaz,Fiat,Linea,429500.0,1.3,12
274000,Beyaz,Citroen,C5,555000.0,1.6,12
142388,Beyaz,Citroen,C-Elysee,540000.0,1.6,8
94000,Beyaz,Toyota,Corolla,855000.0,1.4,6
226000,Siyah,Citroen,C5,625000.0,1.6,13
168000,Beyaz,Renault,Clio,465000.0,1.5,12
206900,Gri (Gümüş),Volkswagen,Polo,455000.0,1.4,18
256000,Gri,Opel,Corsa,395000.0,1.3,17
242000,Beyaz,Ford,Fiesta,410000.0,1.4,16
105000,Beyaz,Citroen,C-Elysee,625000.0,1.6,8
186000,Beyaz,Fiat,Egea,579750.0,1.6,7
24500,Beyaz,Fiat,Egea,800000.0,1.3,1
167000,Beyaz,Volkswagen,Golf,715000.0,1.4,12
181000,Beyaz,Fiat,Linea,350000.0,1.3,9
286500,Mavi (metalik),Ford,Fiesta,340000.0,1.4,17
297000,Gri,Ford,Fiesta,311000.0,1.4,20
132000,Beyaz,Fiat,Linea,430000.0,1.3,11
230000,Gri,Volkswagen,Golf,565000.0,1.6,12
276000,Beyaz,Volkswagen,Golf,685000.0,1.6,11
225000,Mavi,Opel,Astra,415000.0,1.6,20
85000,Beyaz,Renault,Clio,620000.0,0.9,4
210900,Gri (Gümüş),Volkswagen,Golf,495000.0,1.6,18
315000,Beyaz,Fiat,Linea,425000.0,1.3,11
155000,Beyaz,Opel,Corsa,465000.0,1.2,16
231000,Gri (metalik),Citroen,C4,435000.0,1.6,15
145000,Siyah,Renault,Fluence,675000.0,1.5,11
157000,Gri (Gümüş),Renault,Fluence,625000.0,1.5,8
220000,Beyaz,Ford,Fiesta,415000.0,1.5,11
325000,Gri (Gümüş),Ford,Fiesta,325000.0,1.4,20
400000,Siyah,Toyota,Corolla,605000.0,1.4,15
139000,Mavi,Opel,Astra,670000.0,1.6,8
296000,Gri,Renault,Clio,280000.0,1.5,22
79500,Beyaz,Toyota,Corolla,990000.0,1.4,7
165000,Siyah,Renault,Fluence,800053.0,1.5,9
205000,Gri,Ford,Focus,605000.0,1.6,12
110000,Siyah,Fiat,Linea,500000.0,1.4,11
128000,Mavi,Opel,Astra,810000.0,1.4,9
220000,Gri (metalik),Ford,Fiesta,418000.0,1.4,14
344000,Yeşil,Toyota,Corolla,295000.0,1.6,23
150000,Beyaz,Renault,Fluence,645000.0,1.5,10
239000,Beyaz,Volkswagen,Polo,512500.0,1.4,19
35800,Kırmızı,Renault,Clio,825000.0,1.0,3
181000,Beyaz,Ford,Fiesta,240000.0,1.4,16
202000,Şampanya,Opel,Astra,477500.0,1.6,19
19150,Beyaz,Renault,Clio,825900.0,1.0,1
175000,Beyaz,Volkswagen,Golf,1000000.0,1.6,9
332000,Gri,Toyota,Corolla,750000.0,1.4,10
133000,Beyaz,Volkswagen,Golf,850000.0,1.6,10
212000,Mavi (metalik),Ford,Fiesta,400000.0,1.6,18
162000,Gri,Opel,Astra,708750.0,1.6,8
185000,Beyaz,Renault,Clio,529750.0,1.5,9
216000,Beyaz,Citroen,C4,625000.0,1.6,12
204000,Gri (metalik),Renault,Clio,402500.0,1.5,13
180500,Mavi (metalik),Ford,Focus,510000.0,1.6,23
310000,Füme,Renault,Fluence,455000.0,1.5,14
130000,Beyaz,Ford,Focus,750000.0,1.5,8
147000,Mavi,Volkswagen,Golf,989000.0,1.4,7
220000,Siyah,Audi,A4,1000000.0,2.0,10
312000,Gri (Gümüş),Volkswagen,Golf,380000.0,1.6,24
121000,Mavi,Ford,Focus,725000.0,1.6,9
166000,Beyaz,Ford,Focus,750000.0,1.6,10
208000,Beyaz,Ford,Fiesta,360000.0,1.4,19
77000,Kahverengi,Opel,Corsa,595000.0,1.2,10
260000,Beyaz,Renault,Fluence,460000.0,1.5,9
178500,Gri,Renault,Clio,373000.0,1.4,19
159000,Beyaz,Renault,Clio,507500.0,1.5,10
261800,Gri (metalik),Renault,Fluence,460000.0,1.5,14
77000,Beyaz,Ford,Focus,815000.0,1.6,8
208000,Gri (Gümüş),Ford,Focus,630000.0,1.6,10
96100,Beyaz,Renault,Fluence,703500.0,1.5,9
294000,Siyah,Volkswagen,Golf,390000.0,1.6,25
151000,Beyaz,Ford,Focus,765000.0,1.6,9
92812,Beyaz,Fiat,Egea,732500.0,1.6,4
295000,Bej,Ford,Fiesta,475000.0,1.4,14
40000,Kırmızı,Fiat,Egea,790000.0,1.3,5
220767,Beyaz,Opel,Astra,650000.0,1.6,8
191000,Beyaz,Volkswagen,Golf,675000.0,1.6,10
135500,Beyaz,Volkswagen,Polo,615000.0,1.4,10
336000,Siyah,Citroen,C2,240000.0,1.4,20
285000,Gri (Gümüş),Audi,A3,399999.0,1.8,24
253000,Siyah,Audi,A4,1020000.0,2.0,11
298000,Gri,Volkswagen,Polo,325000.0,1.6,23
276000,Beyaz,Toyota,Corolla,727000.0,1.4,8
210788,Kırmızı,Citroen,C1,365000.0,1.4,17
173000,Beyaz,Ford,Fiesta,500000.0,1.5,11
169000,Beyaz,Fiat,Linea,525000.0,1.3,10
126650,Beyaz,Volkswagen,Golf,680000.0,1.6,14
37000,Beyaz,Opel,Corsa,725000.0,1.4,8
183000,Beyaz,Volkswagen,Golf,750000.0,1.6,11
78000,Beyaz,Renault,Clio,645000.0,1.5,6
373200,Gri (metalik),Fiat,Linea,280000.0,1.3,13
254000,Siyah,Volkswagen,Golf,549000.0,1.6,12
135000,Siyah,Citroen,C3,517500.0,1.4,12
236000,Gri (Gümüş),Opel,Astra,455000.0,1.3,16
104920,Gri,Ford,Focus,859900.0,1.5,6
220000,Beyaz,Volkswagen,Polo,510000.0,1.4,10
224000,Gri (Gümüş),Fiat,Linea,452500.0,1.3,13
299000,Beyaz,Ford,Fiesta,300000.0,1.4,19
85900,Gri (titanyum),Renault,Clio,720000.0,1.0,3
235000,Beyaz,Volkswagen,Polo,570000.0,1.6,14
184000,Gri (Gümüş),Renault,Clio,458000.0,1.5,12
299800,Beyaz,Ford,Focus,300000.0,1.6,18
225000,Beyaz,Ford,Fiesta,475000.0,1.4,13
155000,Beyaz,Volkswagen,Golf,745000.0,1.2,11
159000,Beyaz,Audi,A3,815850.0,1.6,12
168000,Beyaz,Fiat,Linea,565000.0,1.3,9
258000,Mavi,Volkswagen,Golf,480000.0,1.6,19
181000,Gri,Toyota,Corolla,485000.0,1.6,19
229000,Siyah,Audi,A4,659000.0,1.6,16
147000,Beyaz,Citroen,C4,530000.0,1.6,11
258000,Beyaz,Fiat,Linea,429900.0,1.6,13
300000,Mavi,Opel,Corsa,385000.0,1.3,19
177000,Beyaz,Ford,Focus,815000.0,1.6,9
165000,Siyah,Renault,Fluence,600000.0,1.5,9
260000,Gri (Gümüş),Opel,Corsa,361000.0,1.3,20
61000,Kırmızı,Toyota,Corolla,867500.0,1.6,6
145555,Gri,Ford,Focus,700000.0,1.6,10
92500,Beyaz,Ford,Focus,1015000.0,1.5,8
138500,Beyaz,Opel,Astra,580000.0,1.6,12
247000,Gri,Volkswagen,Polo,435000.0,1.4,16
277000,Gri (Gümüş),Opel,Astra,450000.0,1.3,16
157800,Beyaz,Citroen,C-Elysee,545900.0,1.6,11
132000,Beyaz,Fiat,Egea,699000.0,1.6,5
74000,Kırmızı,Ford,Fiesta,879750.0,1.0,5
253000,Beyaz,Toyota,Corolla,670000.0,1.4,11
164000,Beyaz,Ford,Fiesta,625000.0,1.5,10
69000,Gri (Gümüş),Ford,Fiesta,655000.0,1.4,13
280000,Gri (Gümüş),Toyota,Corolla,500000.0,1.4,17
115000,Gri,Ford,Fiesta,610000.0,1.25,10
150000,Beyaz,Volkswagen,Polo,500000.0,1.2,11
149500,Siyah,Volkswagen,Polo,935000.0,1.0,7
224000,Beyaz,Opel,Astra,470000.0,1.6,16
284000,Mavi,Toyota,Corolla,240000.0,1.6,0
201200,Beyaz,Volkswagen,Golf,650000.0,1.6,12
114000,Beyaz,Opel,Corsa,550000.0,1.3,10
191500,Siyah,Toyota,Corolla,585000.0,1.4,17
157218,Beyaz,Fiat,Linea,490000.0,1.4,10
210000,Siyah,Volkswagen,Golf,725000.0,1.4,12
194000,Füme,Volkswagen,Polo,545000.0,1.6,14
205000,Gri (Gümüş),Volkswagen,Polo,340000.0,1.4,24
190000,Gri (Gümüş),Ford,Focus,550000.0,1.6,20
211000,Gri,Opel,Astra,542000.0,1.6,11
179000,Beyaz,Renault,Clio,697750.0,1.5,5
136000,Kahverengi,Citroen,C-Elysee,575000.0,1.5,4
376000,Beyaz,Opel,Corsa,270000.0,1.3,17
263000,Beyaz,Opel,Astra,362000.0,1.4,24
196000,Beyaz,Fiat,Egea,595000.0,1.3,8
228000,Beyaz,Opel,Corsa,320000.0,1.3,19
162000,Beyaz,Opel,Corsa,417000.0,1.3,17
99750,Beyaz,Citroen,C-Elysee,665000.0,1.5,4
110000,Gri,Volkswagen,Polo,700000.0,1.6,11
245000,Gri (Gümüş),Renault,Clio,440000.0,1.5,13
241000,Siyah,Citroen,C4,585000.0,1.6,16
32000,Mavi (metalik),Fiat,Egea,690000.0,1.4,4
276000,Beyaz,Opel,Corsa,314500.0,1.4,24
124800,Gri (titanyum),Fiat,Linea,479000.0,1.3,12
110000,Gri (Gümüş),Opel,Corsa,535000.0,1.2,12
231700,Mavi,Citroen,C3,310000.0,1.4,21
257000,Mavi (metalik),Opel,Astra,470000.0,1.6,19
164000,Siyah,Audi,A3,1050000.0,1.6,8
210000,Gri (metalik),Ford,Fiesta,403500.0,1.4,16
340000,Diğer,Ford,Focus,485000.0,1.6,12
237000,Gri,Ford,Focus,435500.0,1.6,17
169000,Beyaz,Fiat,Egea,522500.0,1.3,9
214000,Beyaz,Renault,Fluence,552000.0,1.5,11
114000,Siyah,Opel,Corsa,685000.0,1.4,8
177000,Beyaz,Fiat,Linea,470000.0,1.3,12
192000,Beyaz,Ford,Fiesta,420000.0,1.4,15
280000,Bordo,Opel,Astra,195000.0,1.6,30
214700,Gri,Toyota,Corolla,535000.0,1.6,16
56000,Gri,Volkswagen,Polo,740000.0,1.2,10
148031,Beyaz,Opel,Astra,719900.0,1.4,13
112000,Beyaz,Fiat,Egea,640000.0,1.4,4
113000,Beyaz,Renault,Clio,640000.0,1.2,11
45800,Beyaz,Citroen,C-Elysee,734900.0,1.5,2
6100,Beyaz,Renault,Clio,670000.0,1.0,1
247000,Gri (Gümüş),Ford,Focus,720000.0,1.6,9
120000,Siyah,Opel,Astra,520000.0,1.6,16
183000,Gri (Gümüş),Renault,Fluence,615000.0,1.5,10
90500,Beyaz,Toyota,Corolla,708000.0,1.33,10
320000,Gri,Ford,Fiesta,200000.0,1.4,19
158000,Beyaz,Citroen,C3,550000.0,1.4,13
184000,Beyaz,Fiat,Linea,470000.0,1.3,9
213951,Mavi (metalik),Volkswagen,Polo,303000.0,1.6,26
232000,Beyaz,Volkswagen,Polo,355000.0,1.4,24
242000,Beyaz,Opel,Corsa,295000.0,1.7,21
5500,Mavi (metalik),Fiat,Egea,770000.0,1.4,1
333000,Siyah,Audi,A6,550000.0,2.0,16
244000,Beyaz,Opel,Corsa,380000.0,1.0,21
170000,Beyaz,Renault,Clio,500000.0,1.2,9
93000,Beyaz,Renault,Clio,762000.0,1.5,7
163008,Gri,Opel,Corsa,295000.0,1.4,27
139215,Gri (Gümüş),Renault,Clio,397500.0,1.4,17
277000,Mavi,Ford,Focus,395000.0,1.6,21
262000,Beyaz,Volkswagen,Polo,593000.0,1.6,11
114500,Beyaz,Opel,Corsa,475000.0,1.2,11
157350,Beyaz,Fiat,Egea,675000.0,1.3,8
216500,Yeşil,Volkswagen,Polo,320000.0,1.6,26
297000,Altın,Ford,Focus,475000.0,1.6,23
229000,Beyaz,Renault,Clio,325000.0,1.5,19
207000,Gri,Ford,Fiesta,420000.0,1.4,16
250000,Gri,Audi,A6,700000.0,2.0,15
130000,Beyaz,Volkswagen,Golf,740000.0,1.4,12
319000,Beyaz,Renault,Clio,320000.0,1.4,20
282000,Mavi,Opel,Astra,382000.0,1.6,23
98000,Beyaz,Fiat,Egea,670000.0,1.6,7
151000,Siyah,Renault,Clio,620000.0,1.5,10
188000,Diğer,Renault,Fluence,657500.0,1.5,9
6001,Kırmızı,Renault,Clio,895000.0,1.0,2
399000,Beyaz,Volkswagen,Golf,410000.0,1.6,20
69000,Beyaz,Toyota,Corolla,720000.0,1.33,9
173500,Gri (Gümüş),Volkswagen,Polo,550000.0,1.2,13
300000,Mavi (metalik),Volkswagen,Golf,400000.0,1.6,20
374000,Füme,Fiat,Linea,314950.0,1.3,15
300000,Kırmızı,Opel,Corsa,350000.0,1.7,21
216000,Beyaz,Ford,Focus,820000.0,1.5,7
251000,Beyaz,Ford,Fiesta,365000.0,1.4,16
220000,Mavi,Audi,A3,999000.0,1.6,7
260000,Gri (Gümüş),Ford,Fiesta,435000.0,1.4,14
265000,Siyah,Volkswagen,Golf,252000.0,1.8,0
111000,Siyah,Ford,Focus,760000.0,1.6,9
37600,Kırmızı,Opel,Corsa,800000.0,1.4,5
148000,Bej,Renault,Clio,475000.0,1.6,17
254000,Füme,Citroen,C4,370000.0,1.6,18
126500,Beyaz,Fiat,Egea,595000.0,1.4,4
142000,Beyaz,Ford,Fiesta,440000.0,1.4,10
193000,Gri (Gümüş),Audi,A4,499000.0,1.6,26
80000,Beyaz,Renault,Clio,661000.0,1.0,3
185000,Gri (Gümüş),Toyota,Corolla,600000.0,1.4,13
41000,Mavi (metalik),Fiat,Egea,734000.0,1.4,3
330000,Beyaz,Citroen,C-Elysee,490000.0,1.6,10
340000,Mavi,Audi,A4,600000.0,2.0,20
249000,Beyaz,Renault,Fluence,670000.0,1.5,9
350000,Gri (Gümüş),Citroen,Xsara,240000.0,1.4,19
161000,Beyaz,Citroen,C-Elysee,535000.0,1.6,11
75000,Kırmızı,Volkswagen,Polo,533333.0,1.2,11
86406,Beyaz,Citroen,C3,869900.0,1.2,5
85000,Beyaz,Volkswagen,Polo,735000.0,1.2,8
275000,Mavi,Ford,Focus,380000.0,1.6,25
226000,Kırmızı,Opel,Corsa,480000.0,1.4,13
191434,Beyaz,Opel,Astra,665000.0,1.3,11
68000,Beyaz,Opel,Astra,949000.0,1.4,9
160000,Kırmızı,Volkswagen,Polo,255000.0,1.6,29
305000,Gri (Gümüş),Opel,Astra,365000.0,1.6,23
150000,Beyaz,Ford,Focus,710000.0,1.6,11
175000,Beyaz,Volkswagen,Polo,460000.0,1.2,11
45992,Beyaz,Citroen,C3,649900.0,1.6,7
92000,Beyaz,Ford,Focus,740000.0,1.6,11
172000,Turkuaz,Opel,Astra,705000.0,1.6,8
17000,Mavi,Renault,Clio,835000.0,1.0,2
208000,Siyah,Renault,Fluence,540000.0,1.5,13
315000,Gri,Audi,A4,670000.0,2.0,18
115000,Gri (Gümüş),Renault,Clio,439000.0,1.5,20
217000,Gri (Gümüş),Volkswagen,Golf,530000.0,1.6,18
66700,Beyaz,Opel,Astra,985000.0,1.6,8
248000,Füme,Toyota,Corolla,605000.0,1.4,13
163000,Beyaz,Opel,Corsa,530000.0,1.3,10
350000,Kırmızı,Volkswagen,Golf,407000.0,1.6,23
6550,Turuncu,Renault,Clio,810000.0,1.0,1
210000,Siyah,Volkswagen,Golf,850000.0,1.6,10
161300,Siyah,Opel,Astra,580000.0,1.6,12
101000,Kırmızı,Opel,Corsa,714900.0,1.4,5
267000,Beyaz,Volkswagen,Polo,310000.0,1.6,25
241000,Beyaz,Renault,Fluence,620000.0,1.5,13
174000,Gri (Gümüş),Fiat,Linea,435000.0,1.3,13
145000,Gri,Renault,Fluence,598500.0,1.5,12
81000,Gri (metalik),Renault,Clio,725000.0,1.5,7
39500,Beyaz,Opel,Astra,819900.0,1.4,4
129900,Beyaz,Renault,Clio,690000.0,1.5,10
127000,Beyaz,Toyota,Corolla,690000.0,1.4,9
193000,Gri (Gümüş),Opel,Astra,587500.0,1.6,16
192000,Yeşil,Volkswagen,Golf,410000.0,1.6,18
161000,Gri (Gümüş),Renault,Clio,375000.0,1.2,16
320000,Siyah,Fiat,Linea,350000.0,1.3,17
269000,Mavi (metalik),Fiat,Linea,340000.0,1.3,16
181000,Beyaz,Toyota,Corolla,335000.0,1.6,28
278000,Bej,Citroen,C5,525000.0,1.6,15
164000,Beyaz,Fiat,Linea,544750.0,1.3,10
273000,Siyah,Volkswagen,Golf,340000.0,1.6,26
250000,Füme,Fiat,Linea,455500.0,1.3,12
247000,Gri (Gümüş),Volkswagen,Golf,490000.0,1.6,18
71000,Beyaz,Citroen,C-Elysee,700000.0,1.6,7
150000,Gri (Gümüş),Opel,Corsa,555000.0,1.2,10
159000,Füme,Citroen,C-Elysee,610000.0,1.6,7
240000,Beyaz,Volkswagen,Polo,505000.0,1.2,12
249000,Gri (Gümüş),Renault,Clio,365000.0,1.5,17
285000,Kırmızı,Opel,Astra,310000.0,1.6,26
199000,Füme,Opel,Corsa,490000.0,1.3,12
207000,Beyaz,Renault,Fluence,651000.0,1.5,9
170000,Beyaz,Fiat,Linea,520000.0,1.3,12
189000,Siyah,Ford,Fiesta,590000.0,1.4,12
243000,Gri (Gümüş),Opel,Astra,450000.0,1.3,17
350000,Siyah,Audi,A6,950000.0,1.4,13
220000,Siyah,Renault,Fluence,613000.0,1.5,11
197000,Beyaz,Ford,Fiesta,390000.0,1.4,19
174000,Gri (titanyum),Ford,Fiesta,550000.0,1.4,13
280000,Gri,Ford,Focus,335000.0,1.6,23
133000,Bej,Opel,Corsa,560000.0,1.4,13
222000,Beyaz,Fiat,Linea,373000.0,1.3,11
230000,Beyaz,Fiat,Linea,330000.0,1.3,10
247000,Gri,Volkswagen,Polo,315000.0,1.6,25
178000,Füme,Ford,Focus,615000.0,1.6,15
29000,Beyaz,Toyota,Corolla,895000.0,1.6,6
146773,Beyaz,Fiat,Egea,715000.0,1.6,6
300000,Siyah,Renault,Clio,369000.0,1.5,18
179000,Gri,Ford,Focus,450000.0,1.6,15
79600,Beyaz,Ford,Focus,735000.0,1.6,11
185000,Siyah,Opel,Corsa,405000.0,1.3,16
223000,Beyaz,Opel,Corsa,360000.0,1.3,19
70000,Kırmızı,Fiat,Egea,660000.0,1.4,6
242000,Mavi (metalik),Ford,Fiesta,750000.0,1.5,11
330000,Beyaz,Volkswagen,Polo,225000.0,1.6,26
172800,Beyaz,Fiat,Egea,595000.0,1.4,5
52500,Beyaz,Volkswagen,Polo,760000.0,1.6,7
136000,Mavi (metalik),Volkswagen,Golf,505000.0,1.6,24
197000,Beyaz,Volkswagen,Polo,570000.0,1.4,11
285000,Bordo,Opel,Corsa,330000.0,1.3,20
195000,Beyaz,Citroen,C4,540000.0,1.6,10
206000,Beyaz,Fiat,Egea,725000.0,1.6,4
145000,Beyaz,Citroen,C-Elysee,549950.0,1.5,5
218000,Siyah,Toyota,Corolla,560000.0,1.33,14
341000,Kahverengi,Renault,Fluence,405000.0,1.5,14
165000,Beyaz,Volkswagen,Polo,565000.0,1.4,12
100000,Beyaz,Fiat,Egea,605000.0,1.3,7
240000,Füme,Renault,Fluence,490000.0,1.5,13
257000,Gri,Renault,Fluence,439000.0,1.5,12
36000,Beyaz,Fiat,Egea,689000.0,1.3,4
150750,Beyaz,Fiat,Egea,750000.0,1.6,6
114905,Siyah,Renault,Fluence,683750.0,1.5,8
175000,Beyaz,Volkswagen,Golf,750000.0,1.6,9
191000,Gri (Gümüş),Renault,Clio,375000.0,1.5,18
180000,Beyaz,Volkswagen,Polo,698000.0,1.4,8
175000,Beyaz,Fiat,Linea,495000.0,1.3,7
240000,Beyaz,Opel,Corsa,290000.0,1.4,26
102000,Beyaz,Renault,Clio,749900.0,1.5,5
215000,Beyaz,Audi,A3,799000.0,1.6,12
253000,Gri,Ford,Fiesta,358000.0,1.4,20
270000,Gri,Renault,Clio,335000.0,1.5,19
310000,Beyaz,Opel,Astra,410000.0,1.6,21
342000,Gri (Gümüş),Volkswagen,Polo,322000.0,1.6,26
193750,Mavi,Renault,Clio,400000.0,1.2,16
114000,Beyaz,Renault,Fluence,660000.0,1.5,9
206000,Beyaz,Ford,Fiesta,550000.0,1.5,10
300000,Gri (metalik),Fiat,Linea,370000.0,1.3,14
150000,Beyaz,Fiat,Egea,609750.0,1.3,4
272000,Siyah,Volkswagen,Golf,715000.0,1.6,11
163356,Beyaz,Ford,Fiesta,285500.0,1.4,17
224000,Siyah,Volkswagen,Golf,235000.0,1.9,0
160000,Gri (Gümüş),Toyota,Corolla,535000.0,1.6,18
77000,Siyah,Opel,Corsa,650000.0,1.4,14
85170,Mavi,Opel,Astra,785000.0,1.6,6
52400,Gri (Gümüş),Volkswagen,Polo,598500.0,1.4,13
111912,Şampanya,Toyota,Corolla,195000.0,1.3,0
111000,Beyaz,Fiat,Egea,625000.0,1.3,4
309000,Gri,Audi,A3,319000.0,1.6,23
82200,Beyaz,Volkswagen,Golf,889000.0,1.4,9
85000,Gri,Renault,Fluence,590000.0,1.5,12
178000,Beyaz,Fiat,Linea,522000.0,1.3,11
224000,Füme,Toyota,Corolla,589000.0,1.4,16
181000,Beyaz,Ford,Fiesta,270000.0,1.4,16
270000,Beyaz,Fiat,Linea,360000.0,1.3,13
238000,Mavi (metalik),Opel,Corsa,405000.0,1.2,17
143000,Gri,Opel,Astra,539000.0,1.3,17
154350,Siyah,Audi,A3,875000.0,1.2,9
77500,Mavi,Volkswagen,Polo,749999.0,1.6,7
235000,Gri (Gümüş),Citroen,C5,550000.0,1.6,13
270000,Gri (Gümüş),Ford,Focus,360000.0,1.6,22
118000,Mavi (metalik),Volkswagen,Golf,860000.0,1.2,8
181700,Gri (Gümüş),Opel,Astra,425000.0,1.6,20
66040,Mavi,Citroen,C1,505000.0,1.0,12
314000,Beyaz,Citroen,C5,550000.0,1.6,13
95000,Beyaz,Opel,Corsa,686750.0,1.4,8
112000,Beyaz,Ford,Focus,875000.0,1.6,9
165000,Beyaz,Fiat,Linea,480000.0,1.3,12
285000,Kırmızı,Volkswagen,Golf,355000.0,1.6,23
58000,Beyaz,Toyota,Corolla,800000.0,1.4,9
142500,Beyaz,Fiat,Linea,460000.0,1.3,11
195000,Beyaz,Renault,Fluence,545000.0,1.6,11
335000,Bordo,Ford,Focus,400000.0,1.6,23
228000,Siyah,Volkswagen,Polo,579950.0,1.6,11
218000,Beyaz,Ford,Fiesta,439900.0,1.25,11
296000,Gri (Gümüş),Ford,Focus,395000.0,1.6,18
200000,Gri (Gümüş),Ford,Focus,529750.0,1.6,15
181000,Gri (Gümüş),Ford,Focus,433500.0,1.6,18
37000,Beyaz,Renault,Clio,785000.0,1.0,2
302000,Gri (Gümüş),Volkswagen,Golf,510000.0,1.6,12
117000,Mavi,Ford,Focus,980000.0,1.5,5
61000,Kırmızı,Renault,Clio,592000.0,0.9,5
199500,Gri (Gümüş),Fiat,Linea,495000.0,1.3,10
120000,Beyaz,Toyota,Corolla,900000.0,1.4,9
117000,Beyaz,Fiat,Linea,473000.0,1.4,11
282000,Siyah,Volkswagen,Polo,255000.0,1.6,26
156000,Gri,Fiat,Linea,515000.0,1.4,14
252000,Beyaz,Audi,A3,720000.0,1.6,11
298000,Kırmızı,Opel,Astra,399000.0,1.6,24
202000,Gri,Fiat,Linea,495000.0,1.3,10
155000,Gri,Ford,Fiesta,540000.0,1.5,11
110000,Gri,Toyota,Corolla,988000.0,1.8,5
184000,Füme,Renault,Clio,415000.0,1.4,16
6100,Beyaz,Renault,Clio,905000.0,1.0,1
165000,Beyaz,Volkswagen,Golf,869750.0,1.6,9
297000,Siyah,Renault,Fluence,535000.0,1.5,9
81000,Beyaz,Citroen,C-Elysee,735000.0,1.5,2
25000,Mavi (metalik),Fiat,Egea,755000.0,1.4,3
181000,Beyaz,Fiat,Egea,435000.0,1.3,6
68000,Siyah,Renault,Clio,660000.0,1.5,9
230000,Gri,Ford,Focus,500000.0,1.6,15
340000,Kırmızı,Volkswagen,Polo,287000.0,1.6,28
58300,Gri,Opel,Astra,710000.0,1.6,7
81000,Beyaz,Opel,Corsa,575000.0,1.2,10
61150,Beyaz,Fiat,Egea,730000.0,1.4,4
224000,Beyaz,Renault,Clio,375000.0,1.4,24
270000,Lacivert,Volkswagen,Polo,215000.0,1.6,26
110000,Gri,Volkswagen,Golf,770000.0,1.2,10
215000,Gri,Renault,Fluence,575000.0,1.5,13
112000,Beyaz,Toyota,Corolla,950000.0,1.6,6
202000,Gri (Gümüş),Renault,Clio,360000.0,1.5,19
117650,Beyaz,Volkswagen,Polo,500000.0,1.4,19
99000,Beyaz,Ford,Fiesta,653000.0,1.5,9
14500,Mavi (metalik),Renault,Clio,875000.0,1.0,3
340000,Beyaz,Renault,Clio,419500.0,1.5,11
43000,Gri (metalik),Renault,Clio,735000.0,1.0,2
210000,Beyaz,Renault,Fluence,540000.0,1.5,10
120000,Füme,Opel,Astra,699000.0,1.4,13
195000,Lacivert,Renault,Clio,290000.0,1.4,24
123000,Lacivert,Fiat,Egea,765000.0,1.6,7
66000,Gri,Fiat,Egea,754950.0,1.6,4
185000,Beyaz,Opel,Astra,743500.0,1.6,7
113650,Gri (metalik),Toyota,Corolla,705000.0,1.6,20
194000,Gri,Toyota,Corolla,647500.0,1.4,11
138000,Gri (Gümüş),Fiat,Linea,490000.0,1.3,12
299500,Beyaz,Volkswagen,Polo,300000.0,1.6,26
290000,Beyaz,Ford,Focus,520000.0,1.6,13
246000,Lacivert,Ford,Fiesta,290000.0,1.25,23
115000,Siyah,Ford,Fiesta,582900.0,1.5,11
287000,Beyaz,Audi,A4,880000.0,1.8,12
278000,Beyaz,Opel,Corsa,355000.0,1.4,25
36000,Beyaz,Ford,Focus,969000.0,1.5,3
220000,Gri,Opel,Corsa,440000.0,1.2,16
152000,Gri,Volkswagen,Polo,675000.0,1.2,10
128000,Gri (titanyum),Citroen,C-Elysee,445000.0,1.2,10
272750,Beyaz,Toyota,Corolla,629000.0,1.4,9
269400,Beyaz,Fiat,Linea,405000.0,1.3,10
253000,Gri (Gümüş),Volkswagen,Golf,601000.0,1.6,16
174000,Siyah,Citroen,C3,490000.0,1.4,12
250000,Füme,Volkswagen,Polo,365000.0,1.4,20
237000,Gri (Gümüş),Ford,Fiesta,230000.0,1.25,26
185000,Gri (metalik),Renault,Fluence,668000.0,1.5,10
108000,Bordo,Renault,Clio,820000.0,1.5,6
212000,Mavi (metalik),Ford,Fiesta,450000.0,1.4,14
184000,Siyah,Opel,Astra,620000.0,1.3,12
35000,Gri (Gümüş),Fiat,Egea,779000.0,1.3,6
274000,Gri (titanyum),Opel,Astra,455000.0,1.6,19
266000,Beyaz,Fiat,Linea,500000.0,1.3,8
229000,Siyah,Toyota,Corolla,535000.0,1.4,13
211500,Siyah,Renault,Fluence,485000.0,1.6,13
6100,Gri (Gümüş),Opel,Corsa,809000.0,1.2,1
146000,Gri (titanyum),Ford,Fiesta,599000.0,1.4,12
115000,Gri,Ford,Focus,760000.0,1.6,11
236000,Gri,Volkswagen,Golf,370000.0,1.6,21
